#168423, Dark Green PC 908
#547900, Moss Green PC 1097
#786348, Light Umber PC 941
#812184, Raspberry PC 1030
#956035, Sienna Brown PC 945
#FCFFD9, Cream PC 914
#F7DCA9, Eggshell PC 140
#E8DB99, Ginger Root PC 1084
#C0B303, Artichoke PC 1098
#FFF45F, Deco Yellow PC 1011
#F5FF12, Canary Yellow PC 916
#FAE603, Jasmine PC 1012
#F5C936, Yellow Ochre PC 942
#FCBD03, Spanish Orange PC 1003
#F5B512, Goldenrod PC 1034
#FF8019, Sunburst Yellow PC 917
#E69942, Sand PC 940
#F56329, Mineral Orange PC 1033
#FF4D1C, Orange PC 918
#FF6B12, Pale Vermilion PC 921
#F47A5C, Cadmium Orange Hue PC 118
#F54703, Pumpkin Orange PC 1032
#FF3614, Poppy Red PC 922
#FF3661, Carmine Red PC 926
#EF4050, Permanent Red PC 122
#F00314, Scarlet Lake PC 923
#CE050F, Crimson Red PC 924
#7D0037, Crimson Lake PC 925
#A4496F, Pomegranate PC 195
#DE00ED, Magenta PC 930
#C703FC, Process Red PC 994
#8F03FF, Mulberry PC 995
#FF7AFC, Hot Pink PC 993
#FF5CD9, Pink PC 929
#D7793F, Nectar PC 1092
#FFADC9, Blush Pink PC 928
#F0B0D6, Pink Rose PC 1018
#FBD4DC, Deco Pink PC 1014
#FBC9C1, Deco Peach PC 1013
#FCD6CC, Light Peach PC 927
#FFC4A3, Peach Beige PC 1085
#FC9973, Seashell Pink PC 1093
#FFAD94, Salmon Pink PC 1001
#F0BF8F, Beige PC 997
#FF9175, Peach PC 939
#C9B0C9, Rosy Beige PC 1019
#B8A1BD, Beige Sienna PC 1080
#7B1800, Chestnut PC 1081
#7D407F, Mahogany Red PC 1029
#5C2A6B, Dark Purple PC 931
#5A0619, Black Raspberry PC 1095
#4A003D, Black Cherry PC 1078
#D4C9F5, Greyed Lavender PC 1026
#CC80E6, Lavender PC 934
#9774CC, Lilac PC 956
#5C03FA, Dahlia Purple PC 1009
#757AFF, Parma Violet PC 1008
#0500C7, Black Grape PC 996
#004A8F, Dioxazine Purple Hue PC 132
#25239E, Violet PC 932
#2E5EFF, Imperial Violet PC 1007
#0011C4, Blue Violet Lake PC 1079
#002DE3, Violet Blue PC 933
#003D71, Indanthrone Blue PC 208
#0A4AFC, Ultramarine PC 902
#0061AA, Cobalt Blue Hue PC 133
#244AFF, China Blue PC 1100
#268CFF, Copenhagen Blue PC 906
#59F0FF, Electric Blue PC 1040
#0F29FC, Denim Blue PC 1101
#3BB5FF, True Blue PC 903
#BFFAFF, Sky Blue Light PC 1086
#61E0FF, Light Cerulean Blue PC 904
#0072BC, Cerulean Blue PC 103
#30ADF2, Mediterranean Blue PC 1022
#2190CF, Peacock Blue PC 1027
#BDE6FF, Powder Blue PC 1087
#70C9FF, Caribbean Sea PC 1103
#5CBDFF, Periwinkle PC 1025
#C9F7FF, Cloud Blue PC 1023
#4280FF, Blue Lake PC 1102
#91E0FF, Blue Slate PC 1024
#00329A, Indigo Blue PC 901
#61FFE6, Non-Photo Blue PC 919
#45FCBA, Light Aqua PC 992
#27B382, Aquamarine PC 905
#008198, Cobalt Turquoise PC 105
#75FF91, Light Green PC 920
#30E162, Parrot Green PC 1006
#E6F3E5, Grey Green Light PC 289
#E0FFB5, Pale Sage PC 1089
#C7FF03, Yellow Chartreuse PC 1004
#BAE303, Chartreuse PC 989
#ADE300, Lime Peel PC 1005
#766A00, Green Ochre PC 1091
#8FFF03, Spring Green PC 913
#78F029, Apple Green PC 912
#6DBC95, Sap Green Light PC 120
#34CD34, True Green PC 910
#49E303, Kelly Green PC 1096
#28E10A, Grass Green PC 909
#21B534, Olive Green PC 911
#007932, Prussian Green PC 109
#335F00, Kelp Green PC 1090
#6F5500, Sandbar Brown PC 1094
#3E6A40, Sepia PC 948
#0F4700, Marine Green PC 988
#B0E3C9, Celadon Green PC 1020
#73DBBA, Jade Green PC 1021
#3DBB9F, Muted Turquoise PC 1088
#1E9577, Peacock Green PC 907
#F2DBBF, Putty Beige PC 1083
#6D4227, Chocolate PC 1082
#B0633D, Burnt Ochre PC 943
#973F1D, Terra Cotta PC 944
#B03D67, Henna PC 1031
#591E34, Tuscan Red PC 937
#38260F, Espresso PC 1099
#2A2C25, Dark Umber PC 947
#46503C, Dark Brown PC 946
#FCFAFC, Warm Grey 10% PC 1050
#F7F5FA, Warm Grey 20% PC 1051
#EBE8F2, Warm Grey 30% PC 1052
#D9D4E3, Warm Grey 50% PC 1054
#888BA1, Warm Grey 70% PC 1056
#433F52, Warm Grey 90% PC 1058
#F7FCFC, Cool Grey 10% PC 1059
#F7F2FA, Cool Grey 20% PC 1060
#DBF2F2, Cool Grey 30% PC 1061
#C9E3E3, Cool Grey 50% PC 1063
#6399A6, Cool Grey 70% PC 1065
#2C4A58, Cool Grey 90% PC 1067
#060808, Black PC 935
#F5F0F0, French Grey 10% PC 1068
#EDE8E8, French Grey 20% PC 1069
#D9D4D1, French Grey 30% PC 1070
#B5B0B8, French Grey 50% PC 1072
#898C90, French Grey 70% PC 1074
#43444D, French Grey 90% PC 1076
#37879A, Slate Grey PC 936
#FFFFFF, White PC 938
#B2C4CF, Metallic Silver PC 949
#B3AC65, Metallic Gold PC 950
#BBAC74, Bronze PC 1028
#FEEE00, Neon Yellow PC 1035
#F47A55, Neon Orange PC 1036
#F173AC, Neon Pink PC 1038
